1  2  6  
2  11  6  
11  10  6  
10  1  6  
2  3  7  
3  12  7  
7  12  11  
7  11  2  
3  4  8  
8  4  13  
8  13  12  
8  12  3  
4  5  9  
9  5  14  
9  14  13  
9  13  4  
10  11  15  
15  11  20  
15  20  19  
15  19  10  
11  12  16  
16  12  21  
16  21  20  
16  20  11  
12  13  17  
17  13  22  
17  22  21  
12  17  21  
13  14  18  
18  14  23  
18  23  22  
18  22  13  
24  19  20  
24  20  29  
24  29  28  
24  28  19  
25  20  21  
25  21  30  
25  30  29  
25  29  20  
26  21  22  
26  22  31  
26  31  30  
26  30  21  
27  22  23  
27  23  32  
27  32  31  
27  31  22  
33  28  29  
33  29  38  
33  38  37  
33  37  28  
34  29  30  
34  30  39  
34  39  38  
34  38  29  
35  30  31  
35  31  40  
35  40  39  
35  39  30  
36  31  32  
36  32  41  
36  41  40  
36  40  31  

