   4     4  
   0     4  
   4     8  
   1     5  
   2     4  
   2     6  
   0     6  
   3     5  
   4     6  
   1     7  
   2     8  
   0     8  
   3     7  
 1.5   4.5  
 1.5   5.5  
 0.5   5.5  
 3.5   5.5  
 1.5   7.5  
 0.5   7.5  
   1     4  
   2     5  
   1     6  
   4     5  
   2     7  
   1     8  
   3     6  
   3     8  
 0.5   4.5  
 3.5   4.5  
 2.5   5.5  
 2.5   4.5  
 1.5   6.5  
 0.5   6.5  
 3.5   6.5  
 3.5   7.5  
 2.5   7.5  
 2.5   6.5  
   0     7  
   0     5  
   3     4  
   4     7  
0.75  4.75  
   1   4.5  
1.25  4.75  
1.25  5.25  
0.75  5.25  
2.75  4.75  
   3   4.5  
3.25  4.75  
 3.5     5  
3.25  5.25  
2.75  5.25  
0.75  6.75  
   1   6.5  
1.25  6.75  
 1.5     7  
1.25  7.25  
0.75  7.25  
2.75  6.75  
   3   6.5  
3.25  6.75  
3.25  7.25  
2.75  7.25  
 0.5     4  
1.75  4.25  
 1.5     5  
   2   4.5  
1.75  5.75  
1.75  4.75  
   1   5.5  
 1.5     6  
0.25  5.75  
1.25  5.75  
 0.5     5  
   0   5.5  
0.25  4.25  
0.25  5.25  
 2.5     4  
3.75  4.25  
2.75  4.25  
   4   4.5  
3.75  5.75  
   3   5.5  
 3.5     6  
2.25  5.75  
3.25  5.75  
 2.5     5  
   2   5.5  
2.25  4.25  
 0.5     6  
1.75  6.25  
   2   6.5  
1.75  7.75  
   1   7.5  
 1.5     8  
0.25  7.75  
1.25  7.75  
 0.5     7  
   0   7.5  
0.25  6.25  
0.25  7.25  
 2.5     6  
3.75  6.25  
 3.5     7  
   4   6.5  
3.75  7.75  
3.75  6.75  
   3   7.5  
 3.5     8  
2.25  7.75  
 2.5     7  
   2   7.5  
2.25  6.25  
0.75  4.25  
1.25  4.25  
1.75  5.25  
0.75  5.75  
0.25  4.75  
3.25  4.25  
3.75  4.75  
3.75  5.25  
2.75  5.75  
2.25  5.25  
2.25  4.75  
0.75  6.25  
1.25  6.25  
1.75  6.75  
1.75  7.25  
0.75  7.75  
0.25  6.75  
2.75  6.25  
3.25  6.25  
3.75  7.25  
3.25  7.75  
2.75  7.75  
2.25  7.25  
2.25  6.75  
 2.5     8  
 0.5     8  
   0   6.5  
   0   4.5  
 1.5     4  
 3.5     4  
   4   5.5  
   4   7.5  
0.875  4.875  
0.375  4.375  
1.25     4  
1.375  4.125  
1.25   4.5  
1.125  4.875  
1.625  4.375  
   2  5.25  
 1.5  5.25  
1.125  5.125  
1.625  5.625  
0.75     6  
0.75   5.5  
0.875  5.125  
0.75     5  
0.375  5.625  
   0  4.75  
0.125  4.625  
 0.5  4.75  
2.875  4.875  
2.375  4.375  
 2.5  4.25  
3.25     4  
3.375  4.125  
3.25   4.5  
3.125  4.875  
3.625  4.375  
   4  5.25  
3.875  5.375  
 3.5  5.25  
3.125  5.125  
3.625  5.625  
2.75     6  
2.75   5.5  
2.875  5.125  
2.75     5  
2.375  5.625  
   2  4.75  
 2.5  4.75  
0.875  6.875  
0.375  6.375  
1.25     6  
1.25   6.5  
1.125  6.875  
1.625  6.375  
   2  7.25  
 1.5  7.25  
1.125  7.125  
1.625  7.625  
0.75     8  
0.625  7.875  
0.75   7.5  
0.875  7.125  
0.75     7  
0.375  7.625  
   0  6.75  
0.125  6.625  
 0.5  6.75  
2.875  6.875  
2.375  6.375  
3.25     6  
3.25   6.5  
3.125  6.875  
3.625  6.375  
   4  7.25  
3.875  7.375  
 3.5  7.25  
3.125  7.125  
3.625  7.625  
2.75     8  
2.625  7.875  
2.75   7.5  
2.875  7.125  
2.75     7  
2.375  7.625  
   2  6.75  
 2.5  6.75  
   1  4.75  
0.75   4.5  
1.375  4.625  
0.875  4.625  
 0.5  4.25  
0.25     4  
0.875  4.125  
1.875  4.125  
1.375  4.375  
1.125  4.375  
0.625  4.375  
1.125  4.125  
0.875  4.375  
1.25     5  
 1.5  4.75  
1.375  5.375  
1.375  4.875  
1.75   4.5  
   2  4.25  
1.875  4.875  
1.875  4.375  
1.875  5.375  
1.875  5.875  
1.625  5.375  
1.625  5.125  
