   0     0  
   2     0  
   4     0  
   6     0  
   8     0  
   1     1  
   3     1  
   5     1  
   7     1  
   0     2  
   2     2  
   4     2  
   6     2  
   8     2  
   1     3  
   3     3  
   5     3  
   7     3  
   0     4  
   2     4  
   4     4  
   6     4  
   8     4  
   1     5  
   3     5  
   5     5  
   7     5  
   0     6  
   2     6  
   4     6  
   6     6  
   8     6  
   1     7  
   3     7  
   5     7  
   7     7  
   0     8  
   2     8  
   4     8  
   6     8  
   8     8  
   1     0  
   2     1  
   3     0  
   4     1  
 3.5   1.5  
 2.5   1.5  
   5     0  
 5.5   1.5  
 4.5   1.5  
   7     0  
 7.5   1.5  
 6.5   1.5  
   1     2  
 1.5   3.5  
 0.5   3.5  
   3     2  
 3.5   3.5  
 2.5   3.5  
   5     2  
 5.5   3.5  
 4.5   2.5  
   7     2  
 7.5   3.5  
 6.5   3.5  
 1.5   5.5  
 0.5   5.5  
 3.5   5.5  
 2.5   5.5  
 5.5   5.5  
 4.5   5.5  
 7.5   5.5  
 6.5   5.5  
 1.5   7.5  
 0.5   7.5  
 3.5   7.5  
 2.5   7.5  
 5.5   7.5  
 4.5   7.5  
 7.5   7.5  
 6.5   7.5  
 1.5   0.5  
 0.5   0.5  
 3.5   0.5  
 5.5   0.5  
   6     1  
 7.5   0.5  
   8     1  
 1.5   2.5  
   2     3  
 3.5   2.5  
   4     3  
 5.5   2.5  
   6     3  
 4.5   3.5  
 7.5   2.5  
   8     3  
   1     4  
   2     5  
   3     4  
   4     5  
   5     4  
   6     5  
   7     4  
   8     5  
   1     6  
   2     7  
   3     6  
   4     7  
   5     6  
   6     7  
   7     6  
   8     7  
 1.5   1.5  
 0.5   1.5  
 2.5   0.5  
 4.5   0.5  
 6.5   0.5  
 0.5   2.5  
 2.5   2.5  
 6.5   2.5  
 1.5   4.5  
 0.5   4.5  
 3.5   4.5  
 2.5   4.5  
 5.5   4.5  
 4.5   4.5  
 7.5   4.5  
 6.5   4.5  
 1.5   6.5  
 0.5   6.5  
 3.5   6.5  
 2.5   6.5  
 5.5   6.5  
 4.5   6.5  
 7.5   6.5  
 6.5   6.5  
   3     8  
   1     8  
   0     7  
   0     5  
   0     3  
   0     1  
   7     8  
   5     8  
 0.5     0  
   2   0.5  
 1.5     2  
   0   1.5  
0.25  1.25  
 2.5     0  
   4   0.5  
3.25  1.25  
2.75  1.25  
 4.5     0  
5.25  0.75  
 5.5     1  
5.25  1.25  
4.75  1.25  
 6.5     0  
7.25  0.75  
 7.5     1  
7.25  1.25  
6.75  1.25  
 0.5     2  
1.25  2.75  
 1.5     3  
1.25  3.25  
0.75  3.25  
 2.5     2  
3.25  2.75  
 3.5     3  
3.25  3.25  
2.75  3.25  
 4.5     2  
5.25  2.75  
 5.5     3  
5.25  3.25  
4.25  2.25  
 6.5     2  
7.25  2.75  
 7.5     3  
7.25  3.25  
6.75  3.25  
0.75  4.75  
   1   4.5  
1.25  4.75  
 1.5     5  
1.25  5.25  
0.75  5.25  
2.75  4.75  
   3   4.5  
3.25  4.75  
 3.5     5  
3.25  5.25  
2.75  5.25  
4.75  4.75  
   5   4.5  
5.25  4.75  
 5.5     5  
5.25  5.25  
4.75  5.25  
6.75  4.75  
   7   4.5  
7.25  4.75  
 7.5     5  
7.25  5.25  
6.75  5.25  
0.75  6.75  
   1   6.5  
1.25  6.75  
 1.5     7  
1.25  7.25  
0.75  7.25  
2.75  6.75  
   3   6.5  
3.25  6.75  
 3.5     7  
3.25  7.25  
2.75  7.25  
4.75  6.75  
   5   6.5  
5.25  6.75  
 5.5     7  
5.25  7.25  
4.75  7.25  
6.75  6.75  
