1  146  245  
146  42  233  
233  83  245  
245  146  233  
42  536  236  
536  2  234  
234  82  236  
236  536  234  
82  239  447  
239  6  235  
235  83  447  
447  239  235  
83  233  447  
233  42  236  
236  82  447  
447  233  236  
2  147  234  
147  43  237  
237  82  234  
234  147  237  
43  260  240  
260  11  238  
238  114  240  
240  260  238  
114  243  448  
243  6  239  
239  82  448  
448  243  239  
82  237  448  
237  43  240  
240  114  448  
448  237  240  
11  148  238  
148  54  241  
241  114  238  
238  148  241  
54  165  244  
165  10  242  
242  115  244  
244  165  242  
115  246  449  
246  6  243  
243  114  449  
449  246  243  
114  241  449  
241  54  244  
244  115  449  
449  241  244  
10  149  242  
149  143  150  
150  115  242  
242  149  150  
143  535  450  
535  1  245  
245  83  450  
450  535  245  
83  235  451  
235  6  246  
246  115  451  
451  235  246  
115  150  451  
150  143  450  
450  83  451  
451  150  450  
2  151  261  
151  44  247  
247  116  261  
261  151  247  
44  537  250  
537  3  248  
248  84  250  
250  537  248  
84  253  452  
253  7  249  
249  116  452  
452  253  249  
116  247  452  
247  44  250  
250  84  452  
452  247  250  
3  152  248  
152  45  251  
251  84  248  
248  152  251  
45  274  254  
274  12  252  
252  46  254  
254  274  252  
46  153  453  
153  7  253  
253  84  453  
453  153  253  
84  251  453  
251  45  254  
254  46  453  
453  251  254  
7  153  154  
153  46  255  
255  47  154  
154  153  255  
46  252  258  
252  12  256  
256  57  258  
258  252  256  
57  170  454  
170  11  257  
257  47  454  
454  170  257  
47  255  454  
255  46  258  
258  57  454  
454  255  258  
7  154  249  
154  47  259  
259  116  249  
249  154  259  
47  257  455  
257  11  260  
260  43  455  
455  257  260  
43  147  456  
147  2  261  
261  116  456  
456  147  261  
116  259  456  
259  47  455  
455  43  456  
456  259  455  
3  155  275  
155  48  262  
262  117  275  
275  155  262  
48  538  265  
538  4  263  
263  85  265  
265  538  263  
85  156  457  
156  8  264  
264  117  457  
457  156  264  
117  262  457  
262  48  265  
265  85  457  
457  262  265  
8  156  158  
156  85  157  
157  49  158  
158  156  157  
85  263  268  
263  4  266  
266  86  268  
268  263  266  
86  288  458  
288  13  267  
267  49  458  
458  288  267  
49  157  458  
157  85  268  
268  86  458  
458  157  268  
8  158  159  
158  49  269  
269  50  159  
159  158  269  
49  267  272  
267  13  270  
270  60  272  
272  267  270  
60  175  459  
175  12  271  
271  50  459  
459  175  271  
50  269  459  
269  49  272  
272  60  459  
459  269  272  
8  159  264  
159  50  273  
273  117  264  
264  159  273  
50  271  460  
271  12  274  
274  45  460  
460  271  274  
45  152  461  
152  3  275  
275  117  461  
461  152  275  
117  273  461  
273  50  460  
460  45  461  
461  273  460  
4  160  289  
160  51  276  
276  118  289  
289  160  276  
51  539  279  
539  5  277  
277  87  279  
279  539  277  
87  161  462  
161  9  278  
278  118  462  
462  161  278  
118  276  462  
276  51  279  
279  87  462  
462  276  279  
9  161  163  
161  87  162  
162  52  163  
163  161  162  
87  277  282  
277  5  280  
280  88  282  
282  277  280  
88  540  463  
540  14  281  
281  52  463  
463  540  281  
52  162  463  
162  87  282  
282  88  463  
463  162  282  
9  163  164  
163  52  283  
283  53  164  
164  163  283  
52  281  286  
281  14  284  
284  63  286  
286  281  284  
63  180  464  
180  13  285  
285  53  464  
464  180  285  
53  283  464  
283  52  286  
286  63  464  
464  283  286  
9  164  278  
164  53  287  
287  118  278  
278  164  287  
53  285  290  
285  13  288  
288  86  290  
290  285  288  
86  266  465  
266  4  289  
289  118  465  
465  266  289  
118  287  465  
287  53  290  
290  86  465  
465  287  290  
10  165  304  
165  54  291  
291  119  304  
304  165  291  
54  148  294  
148  11  292  
292  89  294  
294  148  292  
89  166  466  
166  15  293  
293  119  466  
466  166  293  
119  291  466  
291  54  294  
294  89  466  
466  291  294  
15  166  168  
166  89  167  
167  55  168  
168  166  167  
89  292  297  
292  11  295  
295  90  297  
297  292  295  
90  318  467  
318  20  296  
296  55  467  
467  318  296  
55  167  467  
167  89  297  
297  90  467  
467  167  297  
15  168  169  
168  55  298  
298  56  169  
169  168  298  
55  296  301  
296  20  299  
299  98  301  
301  296  299  
98  351  468  
351  19  300  
300  56  468  
468  351  300  
56  298  468  
298  55  301  
301  98  468  
468  298  301  
15  169  293  
169  56  302  
302  119  293  
293  169  302  
56  300  305  
300  19  303  
303  142  305  
305  300  303  
142  534  469  
534  10  304  
304  119  469  
469  534  304  
119  302  469  
302  56  305  
305  142  469  
469  302  305  
11  170  319  
170  57  306  
306  120  319  
319  170  306  
57  256  309  
256  12  307  
307  91  309  
309  256  307  
91  171  470  
171  16  308  
308  120  470  
470  171  308  
120  306  470  
306  57  309  
309  91  470  
470  306  309  
16  171  173  
171  91  172  
172  58  173  
173  171  172  
91  307  312  
307  12  310  
310  92  312  
312  307  310  
92  334  471  
334  21  311  
311  58  471  
471  334  311  
58  172  471  
172  91  312  
312  92  471  
471  172  312  
16  173  174  
173  58  313  
313  59  174  
174  173  313  
58  311  316  
311  21  314  
314  100  316  
316  311  314  
100  363  472  
363  20  315  
315  59  472  
472  363  315  
59  313  472  
313  58  316  
316  100  472  
472  313  316  
16  174  308  
174  59  317  
317  120  308  
308  174  317  
59  315  320  
315  20  318  
318  90  320  
320  315  318  
90  295  473  
295  11  319  
319  120  473  
473  295  319  
120  317  473  
317  59  320  
320  90  473  
473  317  320  
12  175  179  
175  60  321  
321  62  179  
179  175  321  
60  270  324  
270  13  322  
322  93  324  
324  270  322  
93  176  474  
176  17  323  
323  62  474  
474  176  323  
62  321  474  
321  60  324  
324  93  474  
474  321  324  
17  176  178  
176  93  177  
177  61  178  
178  176  177  
93  322  327  
322  13  325  
325  94  327  
327  322  325  
94  348  475  
348  22  326  
326  61  475  
475  348  326  
61  177  475  
177  93  327  
327  94  475  
475  177  327  
17  178  333  
178  61  328  
328  95  333  
333  178  328  
61  326  331  
326  22  329  
329  102  331  
331  326  329  
102  375  476  
375  21  330  
330  95  476  
476  375  330  
95  328  476  
328  61  331  
331  102  476  
476  328  331  
12  179  310  
179  62  332  
332  92  310  
310  179  332  
62  323  335  
323  17  333  
333  95  335  
335  323  333  
95  330  477  
330  21  334  
334  92  477  
477  330  334  
92  332  477  
332  62  335  
335  95  477  
477  332  335  
13  180  349  
180  63  336  
336  121  349  
349  180  336  
63  284  339  
284  14  337  
337  96  339  
339  284  337  
96  181  478  
181  18  338  
338  121  478  
478  181  338  
121  336  478  
336  63  339  
339  96  478  
478  336  339  
18  181  183  
181  96  182  
182  64  183  
183  181  182  
96  337  342  
337  14  340  
340  97  342  
342  337  340  
97  541  479  
541  23  341  
341  64  479  
479  541  341  
64  182  479  
182  96  342  
342  97  479  
479  182  342  
18  183  184  
183  64  343  
343  65  184  
184  183  343  
64  341  346  
341  23  344  
344  104  346  
346  341  344  
104  387  480  
387  22  345  
345  65  480  
480  387  345  
65  343  480  
343  64  346  
346  104  480  
480  343  346  
18  184  338  
184  65  347  
347  121  338  
338  184  347  
65  345  350  
345  22  348  
348  94  350  
350  345  348  
94  325  481  
325  13  349  
349  121  481  
481  325  349  
121  347  481  
347  65  350  
350  94  481  
481  347  350  
24  185  187  
185  123  186  
186  122  187  
187  185  186  
123  361  482  
361  19  351  
351  98  482  
482  361  351  
98  299  483  
299  20  352  
352  122  483  
483  299  352  
122  186  483  
186  123  482  
482  98  483  
483  186  482  
24  187  189  
187  122  188  
188  66  189  
189  187  188  
122  352  484  
352  20  353  
353  99  484  
484  352  353  
99  372  485  
372  29  354  
354  66  485  
485  372  354  
66  188  485  
188  122  484  
484  99  485  
485  188  484  
24  189  190  
189  66  355  
355  67  190  
190  189  355  
66  354  358  
354  29  356  
356  106  358  
358  354  356  
106  399  486  
399  28  357  
357  67  486  
486  399  357  
67  355  486  
355  66  358  
358  106  486  
486  355  358  
24  190  185  
190  67  359  
359  123  185  
185  190  359  
67  357  362  
357  28  360  
360  141  362  
362  357  360  
141  533  487  
533  19  361  
361  123  487  
487  533  361  
123  359  487  
359  67  362  
362  141  487  
487  359  362  
25  191  193  
191  125  192  
192  124  193  
193  191  192  
125  373  488  
373  20  363  
363  100  488  
488  373  363  
100  314  489  
314  21  364  
364  124  489  
489  314  364  
124  192  489  
192  125  488  
488  100  489  
489  192  488  
25  193  195  
193  124  194  
194  68  195  
195  193  194  
124  364  490  
364  21  365  
365  101  490  
490  364  365  
101  384  491  
384  30  366  
366  68  491  
491  384  366  
68  194  491  
194  124  490  
490  101  491  
491  194  490  
25  195  196  
195  68  367  
367  69  196  
196  195  367  
68  366  370  
366  30  368  
368  108  370  
370  366  368  
108  411  492  
411  29  369  
369  69  492  
492  411  369  
69  367  492  
367  68  370  
370  108  492  
492  367  370  
25  196  191  
196  69  371  
371  125  191  
191  196  371  
69  369  374  
369  29  372  
372  99  374  
374  369  372  
99  353  493  
353  20  373  
373  125  493  
493  353  373  
125  371  493  
371  69  374  
